a1_after_insert,old,new,note
A587,,19a17b8a-8dc5-4fbd-a02b-13fb1431e1bf,row_id=579 name=Ertugrul Gazi
A588,,f105d839-dd17-43e7-984c-5205e326b25e,row_id=602 name=Flex Freedom
A589,,b7b1301b-4983-430f-851c-ea4e4e68154e,row_id=606 name=Flex Vigilant
A590,,ea3f316d-2795-4b2c-8e01-6e87eaa205e2,row_id=607 name=Flex Volunteer
A591,,1e02bfeb-4f9b-44e1-a17e-bec2f42d8142,row_id=611 name=Gail Bhuwan
A592,,2838c37f-83d2-40f0-a7b8-8fead441e02e,row_id=614 name=GasLog Galveston
A593,,b285690e-8da9-4e9b-b6e3-94d04aab5786,row_id=635 name=GasLog Wellington
A594,,b80751f4-89dd-4183-ba51-7a69459b2828,row_id=637 name=GasLog Winchester
A595,,77a8624d-f1c1-4b70-bbd6-d75e16c787fd,row_id=645 name=Global Sea Spirit
A596,,b8e2dddf-3f57-4ad7-9563-6c02e930802c,row_id=647 name=Global Star
A597,,27827c3c-7d82-4b74-9330-2ac87df45e17,row_id=656 name=Grace Emelia
A598,,03b8e244-2b81-4082-b8b0-ad80c2a1c5dc,row_id=662 name=Gui Ying
A599,,73871357-d76b-437c-a6bb-138eef5925c5,row_id=668 name=Hellas Athina
A600,,bb84b28d-2272-4c53-9b7b-88f7a36bcea8,row_id=669 name=Hellas Diana
A601,,6a6e6b49-a31a-4ba3-9976-1a0a9392270e,row_id=705 name=Isabella
A602,,0317c590-2493-4de4-9183-3a965d31b8a6,row_id=707 name=Jawa Satu
A603,,4b34fd48-0017-438b-91b5-6d1ec47c355d,row_id=739 name=Kool Orca
A604,,dab2926b-d14c-4d28-b418-ac335610f48c,row_id=757 name=LNG Adventure
A605,,edc73ce2-38b2-4c05-abbd-b35b21fdb690,row_id=771 name=LNG Endeavour
A606,,d4c17a8b-a534-46f9-b15a-128189f346da,row_id=772 name=LNG Endurance
A607,,40582f54-2a19-4768-b9ad-5bfc9933a102,row_id=773 name=LNG Enterprise
A608,,7df40cc6-5b13-40a7-98f6-fa4eeb4c5a21,row_id=802 name=LNG Rosenrot
A609,,3435882f-749b-4b21-a6d7-285f4f358fe9,row_id=808 name=LNGships Athena
A610,,32ad0278-47a0-4a65-a720-2488f980d9d7,row_id=809 name=LNGships Empress
A611,,ace9ff66-acb1-49a0-8ea5-e61ddfc28139,row_id=810 name=LNGships Manhattan
A612,,75f6ad4c-a689-4c71-b262-eb1ec6309bdb,row_id=821 name=Maran Gas Amorgos
A613,,d446de19-191a-4da3-ac09-0b57d838d49f,row_id=831 name=Maran Gas Ithaca
A614,,91ad172b-cb75-4370-a3a0-938fd651586f,row_id=832 name=Maran Gas Kalymnos
A615,,d1e0ac37-6a3c-44e1-8f4b-7138f24279bd,row_id=860 name=Marvel Swan
A616,,7bc95e87-3531-48fe-86e7-4ad252a52770,row_id=881 name=Minerva Chios
A617,,6b927b47-19bd-4bff-a30d-ac316c6223e7,row_id=882 name=Minerva Kalymnos
A618,,85623707-9579-4ddc-a57e-4d18ecde1d8e,row_id=883 name=Minerva Limnos
A619,,8c7a0530-444a-4638-a5e2-ad9485c87781,row_id=884 name=Minerva Psara
A620,,7176c3fd-7957-4ac7-86fb-490eb691ce0a,row_id=886 name=MOL Hestia
A621,,ec28e8d7-49df-406e-a12a-887a9fa3cfd6,row_id=906 name=Mu Lan
A622,,bed90387-eb95-4c85-95ed-7f2e7be6ee7a,row_id=966 name=Prism Courage
A623,,41a33f7a-9037-458b-820a-5a6abdf7ba83,row_id=985 name=Ravenna Knutsen
A624,,a19a9b7a-74b3-46e8-8c0f-295d7651c421,row_id=1100 name=Vivit City LNG
A625,,13b17a79-2bf0-488f-ae68-4dd64788ea37,row_id=1140 name=Yiannis
A626,,25a1c196-9f42-4be4-9552-0e967b4486c8,row_id=376 name=Alicante Knutsen
A627,,8eb7c933-d764-4d7a-ae86-050c3466d9f2,row_id=435 name=BW Cassia
A628,,b1ffbfca-f61f-4f22-9f14-d53157c4f7b0,row_id=438 name=BW ENN Snow Lotus
A629,,7ff0252d-b597-4602-89f0-bdc53bdc1e3d,row_id=477 name=Clean Cajun
A630,,65382fca-b55a-4661-91af-1e9b3bb698c4,row_id=478 name=Clean Copano
A631,,a84f9afc-9fac-4686-a9a3-618adf43a120,row_id=503 name=Coral Nordic
A632,,22d846ff-b43f-4dee-a18b-2bf6f757f6d0,row_id=539 name=Elisa Aquila
A633,,37d31692-560d-4e2b-ae75-2fd9d3780080,row_id=646 name=Global Sealine
A634,,6fd06d8e-6c4b-40a4-bc8f-ddc2dd80a191,row_id=657 name=Grace Freesia
A635,,dd9b44e2-ffee-4690-99b0-426ef9aabc45,row_id=687 name=Huelva Knutsen
A636,,9163b347-ac6f-4f47-8775-233959c6e95e,row_id=713 name=John A Angelicoussis
A637,,c8d593f9-24d1-464c-9ec6-e13deb3a1d66,row_id=745 name=Lagenda Serenity
A638,,4e41bff2-1813-4145-8b18-10d3edc189c1,row_id=747 name=Lagenda Suria
A639,,af700fe5-0469-4313-b9c1-d12de4373c2f,row_id=816 name=Malaga Knutsen
A640,,3da12d39-e5c2-472e-8284-cbb9f7bfd9a9,row_id=880 name=Minerva Amorgos
A641,,097864b1-4dcb-4b02-912d-24b374243b58,row_id=932 name=Orion Bohemia
A642,,0f6e47bd-8527-4fe7-8669-206480a8c49d,row_id=936 name=Orion Monet
A643,,54aa66cf-3280-4499-b762-82029819bee0,row_id=937 name=Orion Sea
A644,,b1e0f804-e9bc-4fb4-8120-b359398c4e35,row_id=940 name=Orion Sun
A645,,c390cdde-08a2-454e-a313-8ce8b2ec0b78,row_id=967 name=Prism Diversity
A646,,56833931-bbb3-4a69-89d5-bce32349e532,row_id=992 name=Santander Knutsen
A647,,d543948b-54f3-4166-834f-8d145f8befc4,row_id=1036 name=Shaolin
A648,,6e07c8d8-c612-4d9c-aed9-e7a63bb8ff0e,row_id=1047 name=SM Albatross
A649,,2555f7c2-6714-4c92-9315-5fe6d0c1879f,row_id=1048 name=SM Bluebird
A650,,6a248388-6e05-4c43-94f1-936811d53a28,row_id=1079 name=Tenergy
A651,,f2d406a4-569d-4669-8251-2712a0beff92,row_id=1103 name=Vivit Arabia LNG
A652,,b0805084-7c35-4ccb-b7f3-183144defb05,row_id=1135 name=Wudang
A653,,6f48b3b4-ce18-40b7-9363-998ed48a3d1a,row_id=382 name=Amore Mio I
A654,,66e19d96-f35f-4a36-a305-0d34eb18356e,row_id=407 name=Asterix I
A655,,08630fb4-d7d4-4ff8-aed6-1e1d4b64a095,row_id=464 name=Celsius Geneva
A656,,d0f03c31-ee0c-4699-b88a-b42e8b5a30a7,row_id=465 name=Celsius Giza
A657,,b0e15582-dfa9-43d9-94f2-c976e19bd4b3,row_id=479 name=Clean Destiny
A658,,55cae023-3cc1-4981-a576-6f600ec1579e,row_id=486 name=Clean Resolution
A659,,5be4a87f-31cd-462b-8bf2-636c3beab0ae,row_id=502 name=Coral Evolutionist
A660,,009294a3-cd5a-4129-ad74-d7429d2fb1c8,row_id=521 name=Dapeng Princess
A661,,bbfa6caf-aa1c-4d07-a880-596238eb1bfc,row_id=543 name=Emei
A662,,d3c57625-5e5b-4c44-aa15-493b4f061803,row_id=561 name=Energy Fidelity
A663,,3ff5885f-e66f-4e92-b0e7-b748841b3389,row_id=592 name=Extremadura Knutsen
A664,,f7b30932-2e15-42ed-acd1-c8be3ee1c2f5,row_id=594 name=Ferrol Knutsen
A665,,92dcd535-f541-4fe0-bc0e-f3dbc559f592,row_id=651 name=Gordonwaters Knutsen
A666,,4f3c6c36-c6e7-46df-8be5-9c8a7803edea,row_id=661 name=Grazyna Gesicka
A667,,0688167f-7eb9-462e-98fc-b13833538ed7,row_id=741 name=Kunlun
A668,,d82535b3-a309-4e63-8f42-cbc88792a9cf,row_id=746 name=Lagenda Setia
A669,,e14a0599-ce39-442e-a0a6-26607be66eae,row_id=750 name=Lech Kaczynski
A670,,8e220d0a-bce7-4c8d-b5fc-3e104500ba3b,row_id=778 name=LNG Harmony
A671,,17b766d4-d74e-41d3-9493-19ccf603aa64,row_id=799 name=LNG Prosperity
A672,,82ea32ed-555b-4477-be04-95be76bb8166,row_id=837 name=Maran Gas Marseille
A673,,ae4f293b-a3fd-42b9-b671-ad0b58552043,row_id=908 name=Mulan Spirit
A674,,446f293e-e1cf-43a2-89cb-29dee67f53c6,row_id=914 name=New Apex
A675,,0b411dfb-4add-435f-8fa9-3a14cb6a773d,row_id=923 name=North Air
A676,,43199587-8814-4e81-af42-a3b592c1f5a4,row_id=935 name=Orion Jessica
A677,,f569891f-412d-42ea-ae01-c8fef48c93ea,row_id=953 name=Paris Knutsen
A678,,435c1074-cba6-4540-aefa-cf5aaaf3fa82,row_id=990 name=Saint Barbara
A679,,4d56c5c3-1297-40a7-b33b-e34edfa9d1b6,row_id=1029 name=Seri Damai
A680,,08ef47fc-94fa-4847-baf3-4b7d44993a8d,row_id=1030 name=Seri Daya
A681,,f660caf4-55b5-410a-acad-1c5da11cf06d,row_id=1050 name=SM Golden Eagle
A682,,75f0b56b-f807-4cdc-8676-3a877f5a0e99,row_id=1051 name=SM Kestrel
A683,,d0ea592e-0019-41be-a975-3d88550edb84,row_id=1101 name=Vivit Africa LNG
A684,,7361cfb9-8c4b-4b64-8948-de2a49badabc,row_id=1108 name=Wen Cheng
A685,,81e3c17d-095d-4dbe-8d3f-364be0bc6953,row_id=17 name=Rex Tillerson
A686,,5e51dd2e-a4e7-4746-8319-7602ea361a9f,row_id=18 name=Umm Ghuwailina
A687,,819da660-372f-484c-a9f6-5f8f2986a168,row_id=19 name=Hlaitan
A688,,40906e2b-820a-42b2-ba26-1f4bc66a3388,row_id=20 name=Huashan
A689,,77b33117-3826-4542-ba4f-c64f53a0f401,row_id=21 name=Kongtong
A690,,4b7fc909-a262-46cd-8750-c90fead9c8fc,row_id=22 name=Greenergy Ocean
A691,,83b665ff-08f6-41e6-953e-ea65bc6ce3ec,row_id=23 name=Greenergy Pearl
A692,,95a9aceb-83f5-41b4-894a-82f7114ee0a3,row_id=24 name=Pacific Success
A693,,09fb5069-f5f9-49eb-9cc1-a319ac755134,row_id=32 name=Maran Gas Nice
A694,,5c287f90-0b80-47c0-95a8-1b363cc4f9ab,row_id=33 name=Maran Gas Antibes
A695,,1f257e7f-007b-4de9-83b4-c0ae0fc8a2a7,row_id=34 name=HLS Cartagena
A696,,4968c964-6adf-4f27-a9a2-b2c334056de5,row_id=35 name=North Light
A697,,1ce1f4ff-65da-4b58-843e-8a4e7069e732,row_id=36 name=North Moon
A698,,b5c1b818-1abd-4e3f-9468-28851872fdd8,row_id=37 name=GasLog Italy
A699,,1191e951-e1c6-4853-98db-d5b8e916fa63,row_id=38 name=Marvel Swallow
A700,,10920fcf-f054-46ea-80f6-7320d48c9071,row_id=46 name=Nuaijah
A701,,d027baa9-db1c-4b4e-ba06-12390868124a,row_id=70 name=Celsius Gandhinagar
A702,,9310efd4-208c-47de-9952-52fab6f712f2,row_id=75 name=North Way
A703,,0f92644f-292b-45ac-b8b9-fc18c7be0e5e,row_id=77 name=Celsius Greenwich
A704,,c733a005-e8d3-4c65-9e8b-b6e6c1a26cd9,row_id=79 name=Celsius Granada
A705,,0568de60-186a-41cf-a15e-6c24aca51f83,row_id=87 name=Orion Spirit
A706,,4c9e006e-97d8-4415-a8e7-c6cb5a69a1ac,row_id=89 name=Orion Iris
A707,,4f428939-9545-4365-b5ca-38b12c9f9a6b,row_id=90 name=Id’Asah
A708,,4c637265-4dbf-42a1-b25f-b2cdaf83a41b,row_id=91 name=Umm Graybah
A709,,8ab72a01-788a-4e59-9b40-ecf928c729b2,row_id=101 name=Quest Kirishima
A710,,00104018-3df1-46a9-975c-5e270d0f7997,row_id=108 name=Athos LNG
A711,,caa906d5-e6a8-4c64-87a7-048cb80ae2bc,row_id=149 name=Al Shelila
A712,,789b75ba-dcef-4b2c-800a-342258d90f70,row_id=170 name=New Brave
A713,,16089e74-5bde-4589-8412-db5687f02541,row_id=171 name=New Nature
A714,,9b923b2b-a7b6-49b7-b4a0-0f1b8f28c461,row_id=172 name=New Green ST
A715,,c345d57b-3f2d-434d-8be4-1e61f1352db1,row_id=173 name=Clean Future
A716,,2d5e7a63-1daf-444d-8c6d-8eea120c799c,row_id=174 name=Puteri Santubong
A717,,0e2d68a2-4cdc-4554-97b8-d0a7c9310535,row_id=175 name=Puteri Sejinjang - 3
A718,,5dbd005e-5589-40bc-82c1-a60a49867e0a,row_id=176 name=Puteri Ledang
A719,,d7fd4175-4909-40e7-822a-e0ca44f0b483,row_id=177 name=Puteri Mahsuri
A720,,7140a4c5-59c8-4c98-850a-a44d6d245652,row_id=179 name=Assos
A721,,c29ce8b7-20bb-4edd-885f-deb3a5662416,row_id=225 name=Nantes Knutsen
A722,,600fcfdb-d838-415c-94cb-26532883944d,row_id=227 name=Energy Fortitude
A723,,35ac1fa1-5ac8-4a4e-8af1-b14be8a95098,row_id=228 name=Woodside Scarlet Ibis
A724,,7a9d6307-6430-41f2-9732-acf7cb3a8272,row_id=229 name=Marvel Dove
A725,,f126149b-d382-4202-a231-f549626e73f0,row_id=234 name=Kool Tiger
A726,,d87e8486-a728-4de4-b6b0-5771e209d2cd,row_id=325 name=Aktoras
A727,,111ce00f-1566-43d7-a4f0-e6c972c35563,row_id=355 name=Al Qaiyyah
A728,,05a4f95c-c077-424a-aff1-0a44bf21055d,row_id=385 name=Apostolos
A729,,d09e66c1-9aa3-4307-ba1a-19153ff76498,row_id=410 name=Axios II
A730,,9478be07-6504-453a-a953-f7a2d1407366,row_id=428 name=Bu Fintas
A731,,6dd427fb-dc2f-498e-9b0f-b7c5b414b64f,row_id=466 name=Celsius Glarus
A732,,ac8287df-7838-4662-9c30-49e2dd13e6b5,row_id=491 name=Clean Vitality
A733,,4fec3972-372a-4a77-8efa-378f8ebc3388,row_id=540 name=Elisa Ardea
A734,,4e960c9e-ce0d-406d-8749-259488eb6b8d,row_id=560 name=Energy Endurance
A735,,3f94b46c-5aa6-4fb0-9b2f-fe833a3fbd50,row_id=613 name=Gail Urja
A736,,7bad575a-f15d-4a31-8e40-c1bc858d39e5,row_id=678 name=HLS Bilbao
A737,,a9e49179-3e65-4387-9234-4ee199a49744,row_id=702 name=Ignacy Lukasiewicz
A738,,0492a580-a001-4d69-b9cb-8a6ff76a609d,row_id=777 name=LNG Geneva
A739,,119e16bb-681a-4575-b2d7-3ac072774322,row_id=833 name=Maran Gas Kastelorizo
A740,,9fbf53f2-8b23-435a-965c-14344d1d0918,row_id=834 name=Maran Gas Kimolos
A741,,44e13b5c-06a2-4987-87a3-353afb137603,row_id=859 name=Marvel Phoenix
A742,,5e98b685-47ed-4b5c-8ed5-5d52015d34ee,row_id=924 name=Voskhod
A743,,17cee5df-3b78-4b5d-a289-63766c297cc1,row_id=925 name=North Ocean
A744,,0e4db838-edd6-4f34-b86d-83ebc7bd8a3d,row_id=926 name=North Star
A745,,3d156eeb-d3a8-45bf-aef4-6e19d953c354,row_id=938 name=Orion Sinead
A746,,21f8bdb6-81cd-4444-ac57-96bd393c41de,row_id=977 name=Puteri Saadong
A747,,e78b5ed0-24cd-41c9-9fcd-f9c6c03a0b01,row_id=1097 name=Venture Bayou
A748,,0e0d506b-a539-4ce8-93ec-6391812f393c,row_id=1099 name=Venture Gator
A749,,9d1c139e-6efa-4407-8cad-fd71ffbf4d89,row_id=1 name=Al Rahba
A750,,875a95ab-f249-41ab-846b-f0a8b7a0c2b2,row_id=2 name=Al Reef
A751,,d37350c2-da57-45a3-802f-5ad37a90381f,row_id=39 name=Maran Gas Syros
A752,,ef5bf007-d467-4b52-9574-198fbf65630e,row_id=40 name=Danuta Siedzikowna-Inka
A753,,551a976d-4694-41d1-aad5-461fe870ca99,row_id=41 name=Rotmistrz Witold Pilecki
A754,,49f99fc0-7f89-4144-b604-551fe1c846af,row_id=42 name=Maran Gas Antiparos
A755,,c55228a9-76c8-4af6-aaf2-b4d0bb17f32b,row_id=59 name=Esteem Fuji
A756,,ca43417c-6a62-46eb-9caa-915bc55de1e3,row_id=93 name=Celsius Galway
A757,,471060ce-b547-4e31-91b8-f5a20e35b050,row_id=95 name=Celsius Galapagos
A758,,7fa4c722-b2ba-4926-99c1-3b3287e9cd6e,row_id=97 name=Orion Saint
A759,,36a94815-b6e9-4587-80aa-2c5f6ca111ee,row_id=104 name=Al Qassar
A760,,48df6dee-4890-4c4f-bfb7-0e9cee3b1fe0,row_id=105 name=Celsius Gaudeloupe
A761,,7f98da6e-5c90-4758-932b-160739f65adf,row_id=106 name=Puteri Pahang
A762,,4ed8fadb-a57a-4371-96d0-2a41ea297478,row_id=107 name=Umm Al Houl
A763,,f353f801-b000-446e-8aee-715bb7586db6,row_id=110 name=Imsaikah
A764,,329173e3-cd9a-429b-97c1-e91af15fe627,row_id=111 name=Leshatt
A765,,8d4d5b55-d29d-48f1-b3bd-b72c61cdaf80,row_id=112 name=Umm Al Hanaya
A766,,76a43668-fa37-4d5c-899b-60ee09f8dc2c,row_id=114 name=Al Sailiya
A767,,c9c05355-8461-4863-b0d2-83fda14b3c8a,row_id=115 name=Simsimah
A768,,df66c97a-4ea8-44ba-b6e2-39d981bf3312,row_id=116 name=Dana
A769,,f05ca21a-1ebd-4d53-bbe8-6e14dc9c83f9,row_id=117 name=Al Na'amah
A770,,e1527175-b675-4999-bd6a-14da67cec788,row_id=118 name=Umm Al Zubar
A771,,a323b92f-82b4-4c71-a051-0f950a8a48d5,row_id=121 name=Celsius Greenland
A772,,6a882310-590c-4cd3-8267-26f9ddb2f066,row_id=180 name=Puteri Sabah
A773,,3d8cec19-ecc9-4b3d-82e6-a2e3aa8da5de,row_id=182 name=Al Zore
A774,,07d76400-e08b-498f-90f8-fce1f4e33e29,row_id=183 name=Al Fat H
A775,,269c1bd5-df30-44ef-9d5a-0bc9252790a4,row_id=226 name=Zoe Knutsen
A776,,ac336a74-0fc5-4e4c-965e-d74cda686769,row_id=230 name=Amaryllis Knutsen
A777,,9702980f-3dc3-44a7-9970-132ea3a1cfc7,row_id=257 name=Limail
A778,,eb9cf5b9-b3fb-418b-b583-4e1e00fe19df,row_id=261 name=Al Tuwar
A779,,8b128d92-0b77-42a4-9d9b-1cd6306f02cd,row_id=262 name=Al Mashabiyyah
A780,,685d8552-f1b9-44d4-9145-33c1d083cdff,row_id=266 name=Greenergy Star
A781,,fb58d980-252a-4928-bce0-c3408829a4ad,row_id=267 name=Greenergy Moon
A782,,a06e8263-bedd-49e7-8e0b-1e60ead45641,row_id=276 name=Ocean Inspiration
A783,,b513c7c9-895e-48e7-9ba8-4d1197060380,row_id=277 name=Ocean Oasis
A784,,91fabb75-77d3-4bba-8903-c18e57d21fe3,row_id=288 name=Qingcheng
A785,,c1c600a5-1ab5-48e2-8b73-51a0fbe897ad,row_id=371 name=Al Kheesah
A786,,f234761c-707c-4be2-b4f3-e0178936e28f,row_id=432 name=BW Borealis
A787,,ff8aea94-2a44-431b-8bc1-6c5b63c1d3b7,row_id=445 name=BW Nivalis
A788,,6c2816e2-44df-4ed8-85d1-2c81d94fe7f4,row_id=482 name=Clean Levant
A789,,92b88409-bea7-40de-b523-b58946c57ed2,row_id=483 name=Clean Mistral
A790,,d491e092-d6ec-4183-8842-a442901f5511,row_id=488 name=Clean Sirocco
A791,,818d3935-de71-4c3f-b21f-238166c08bec,row_id=612 name=Gail Sagar
A792,,1a5c49c0-9b5f-4eeb-a217-a5e5ffcd8b80,row_id=670 name=HL Alyssa Warner
A793,,72450251-c5c6-4879-a110-ba82be55cb16,row_id=671 name=HL Edward Austin
A794,,7bbe0017-860e-4439-8032-a59f07825031,row_id=672 name=HL Fortuna
A795,,f8fc7bcd-33a7-4ea1-ae18-b3888bc08c3e,row_id=676 name=HL Sea Eagle
A796,,659e671e-88e2-4542-afe9-81acf4df706b,row_id=701 name=Ignacy Jan Paderewski
A797,,596f253c-5050-4c7f-ad15-8b29a2a7de6a,row_id=703 name=Ilya Mechnikov
A798,,1e270562-6ceb-4de3-8257-3a4c87bfb141,row_id=749 name=Lebrethah
A799,,392d97fc-b458-4862-8fa7-e64806e89e03,row_id=752 name=Lev Landau
A800,,689da4ea-d106-462c-aca6-819f0d6c6478,row_id=797 name=LNG Ping Hu
A801,,0d760f9f-3355-4099-adb8-4b65eaa764bc,row_id=849 name=Mareekh
A802,,0b14ff6c-9946-4d11-a70b-618609bacc30,row_id=864 name=Mesaieed
A803,,b6b02669-9f7c-4108-8692-929ea9be6032,row_id=885 name=MOL Azure
A804,,d8defd99-be5c-401c-a1a9-f8f61f414be6,row_id=915 name=New Oasis
A805,,77810e6e-5b9e-4a79-a105-f3d892d0fdc2,row_id=916 name=Nikolay Basov
A806,,8d93f2ff-a3e6-4447-8cc4-fce578f5ae16,row_id=917 name=Nikolay Semenov
A807,,5a45e84d-ed94-49fe-aac8-62da544b73a5,row_id=927 name=North Valley
A808,,34352486-55e9-465e-9b7a-188a1344c1b7,row_id=933 name=Orion Gaugin
A809,,8a87bf49-8f99-416d-b79f-8831d21fa6e0,row_id=934 name=Orion Hugo
A810,,47cb619a-473d-45ef-bd07-7f1c406e7762,row_id=939 name=Orion Sirius
A811,,70f32a2d-45cc-420d-9185-d2a656c7a85b,row_id=972 name=Puteri Mayang
A812,,902d20fd-5edb-49a1-b562-19cd78cad5c1,row_id=981 name=Pyotr Kapitsa
A813,,e9285882-a77f-4375-b936-dbdd4647a868,row_id=994 name=Sea Creation
A814,,c3c50f53-1f28-4dd8-9a0e-c48e06e8e0b9,row_id=995 name=Sea Energy
A815,,353df9e4-9ed8-494d-bb97-b79632551cbf,row_id=996 name=Sea Navigator
A816,,522344a5-e242-45d5-8919-c77ace2ead00,row_id=997 name=Sea Spirit
A817,,41954aa0-a03d-4cc7-b0a7-78fc31015f92,row_id=1091 name=Umm Swayyah
A818,,13466a99-9f8a-45b9-8a5b-ae42b0a8a52a,row_id=1096 name=Venture Acadia
A819,,63fca0f4-0610-4613-b367-82732ca42203,row_id=1098 name=Venture Creole
A820,,6605de4c-acff-4b18-84d0-03e82f32d66e,row_id=1107 name=Wadi Al Syl
A821,,5d4a9e7b-d459-4db9-a5e9-d7d0f87c8927,row_id=1111 name=Woodside Barrumbara
A822,,39181ee8-c139-4ab1-b093-23ebfdf42785,row_id=1132 name=Woodside Jirrubakura
A823,,5e1b043b-fd84-42f9-9ffe-0941e75c8fbc,row_id=1143 name=Zhores Alferov
A824,,30da29dc-3884-4276-9e35-d65021394251,row_id=3 name=Pyotr Stolypin
A825,,dca73faf-a37c-4a8d-8104-8007a3ac0b21,row_id=4 name=Sergei Witte
A826,,f9f42557-a91e-44f2-8f22-f263939fbebe,row_id=5 name=Hull 044 (Zvezda)
A827,,5d8faa64-06e6-426f-92e7-c5118e8e6b69,row_id=6 name=Konstantin Posiet
A828,,67c46cc6-a366-463b-9256-e6c90686de6d,row_id=7 name=Hull 046 (Zvezda)
A829,,cf4686b4-57e6-42a9-98f9-522921a4beae,row_id=8 name=Hull 047 (Zvezda)
A830,,2de0420f-a04b-4c4b-b160-110ef73a2c22,row_id=9 name=Hull 048 (Zvezda)
A831,,fd1625c8-59ab-42b4-b07a-996ec4b93fcf,row_id=10 name=Hull 049 (Zvezda)
A832,,42e92b3f-00b7-4d00-b37a-5e36591d7deb,row_id=11 name=Hull 050 (Zvezda)
A833,,3f763331-0690-4560-9147-a0fd3b41efe6,row_id=12 name=Hull 051 (Zvezda)
A834,,e79abb26-3ddd-40b1-ac0f-e31b41a04bfb,row_id=13 name=Hull 052 (Zvezda)
A835,,4e0a3b93-7b2e-4c33-b6a4-5ed611dbf5e0,row_id=14 name=Hull 053 (Zvezda)
A836,,81db664f-b8ce-4413-b76d-b8e3b2c2a817,row_id=15 name=Hull 054 (Zvezda)
A837,,89224789-f679-410f-aae2-d4251de2e61b,row_id=16 name=Hull 055 (Zvezda)
A838,,92a00400-b7f3-4d75-a85b-2e8c84144bae,row_id=25 name=Atlantic Success
A839,,cc1cbfa0-3632-48cd-bf0c-e6e29bf2a084,row_id=28 name=Hull 2393 (SHI)
A840,,36edbcc5-b98e-420c-85fb-2976327dddd2,row_id=29 name=Hull 2394 (SHI)
A841,,982d7ba0-adcc-4fcf-8026-6a5683b846c1,row_id=30 name=Hull 2395 (SHI)
A842,,03842716-7da9-4e34-a6da-cc165d7a4964,row_id=31 name=Hull 2396 (SHI)
A843,,c6573ed9-0ed8-4a0d-a79e-156f9529df8e,row_id=43 name=Venture Pelican
A844,,483c3e25-d6f6-4259-b4d5-7f55daa86db4,row_id=44 name=Venture Iberia
A845,,f88bc813-439e-4826-8f56-36d5362cccbc,row_id=45 name=Venture Cameron
A846,,1f29e36d-8d69-46e1-be81-8dc80e627077,row_id=47 name=Al Kharrarah
A847,,5d1b1ab9-8163-4e30-85b9-9cc65ed0355f,row_id=48 name=Archy Vanguard
A848,,cda8adc3-800f-41f6-b5b9-d170f3900c64,row_id=49 name=Harmonic Breeze
A849,,b0e150bf-5544-49b6-b3d7-4dfc3f59f3b6,row_id=50 name=Lake Modro
A850,,30ce2967-4bb1-4f0e-8533-c18c81e478f1,row_id=51 name=Lake Morskie Oko
A851,,5aca8ea9-46dd-444f-aad4-13975c6b2939,row_id=52 name=Hull 2558 (Hanwha)
A852,,79ae216b-9d07-4c97-a5f1-a66790fc4ba4,row_id=53 name=Al Sakhamah
A853,,70b7d780-c45a-42ce-ae05-5fe4b6cc6f85,row_id=54 name=Al Galayel
A854,,c9699386-13e4-4f28-96a6-c32263a41d9c,row_id=55 name=Bu Nakhlah
A855,,6de88b5b-2a63-44a9-9312-81d6d954e644,row_id=56 name=Al Sene
A856,,f8ef8a9a-2187-45da-822b-5b1733f454ce,row_id=57 name=Shafallah
A857,,cb6bd095-3b82-486e-868e-6da5c2d46d46,row_id=58 name=Hasbah
A858,,12be59bc-8913-4011-a9d5-cd64590d23ec,row_id=60 name=Esteem Cormorant
A859,,c4fd7f6d-938f-4576-9f58-217a14edcb42,row_id=61 name=Esteem Denali
A860,,45dc78bd-a65b-4c2f-9d70-e75771b6fc8b,row_id=62 name=Esteem Penguin
A861,,fa19d3f8-e620-46bf-a774-0466fa90254d,row_id=63 name=Seri Dian
A862,,2bfe688d-f744-4cc6-bead-405268821960,row_id=64 name=Seri Dayang
A863,,81b6ae93-1ab8-4fcd-b273-95d3b5699c94,row_id=65 name=Al Thurayya
A864,,319d5092-494a-4104-a667-46082797ec60,row_id=66 name=Al Majhoulah
A865,,b72ba253-bdb2-4997-9c35-55016d0d14cc,row_id=67 name=Venture Manatee
A866,,450ec4f8-7f40-462f-9e60-7b5dda334c52,row_id=68 name=Hull 2575 (Hanwha)
A867,,9bb98dd8-569b-4560-a2c7-8bfcdabd7364,row_id=69 name=Hull 2576 (Hanwha)
A868,,c8f52717-b321-434c-9562-a026aec164b7,row_id=71 name=Hull 2579 (Hanwha)
A869,,94cfa308-fa2f-4bb9-bda5-04e22a165989,row_id=109 name=Spirit LNG
A870,,8aa4dbb9-b167-4bdd-a9e7-3fa56bc17816,row_id=113 name=Qtaifan
A871,,94b80b5f-db19-4fe6-8992-caffcc7daef5,row_id=119 name=Umm Heesh
A872,,62ba7fb6-a3d3-4d89-b1cd-f055d4ff712d,row_id=120 name=Umm Al Shubrum
A873,,843dbad1-7281-4911-ad89-a09ab18b6d03,row_id=122 name=Minerva Eleonora
A874,,2fac1917-c441-4b2e-86b3-6a9b3d327cbc,row_id=123 name=Minerva Roxanne
A875,,7396f720-8efd-47e9-b153-a174c2beebe3,row_id=129 name=Gamy Vanguard
A876,,147a94a8-5a5c-4d3b-a2c1-88d782f14c2d,row_id=130 name=Hull 2663 (SHI)
